song_name,duration,artist,album,album_cover,played_at
Nothing Else Matters,388266,Metallica,Metallica,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,2022-07-05T02:39:52.566Z
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),245426,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-07-05T06:54:25.286Z
State Of Grace (Taylor's Version),295413,Taylor Swift,Red (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2022-07-05T06:06:14.225Z
Someone Like You,285240,Adele,21,https://i.scdn.co/image/ab67616d0000b2731c88166762f2e18f8f23c6f1,2022-07-05T06:00:19.472Z
Cherry,259186,Harry Styles,Fine Line,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2022-07-05T05:55:33.322Z
Sanctuary,180018,Joji,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,2022-07-05T05:51:13.152Z
Say You Love Me,173658,Nakala,Say You Love Me,https://i.scdn.co/image/ab67616d0000b273704529e0402174b03445db1e,2022-07-05T05:48:12.761Z
When I Look At You,248586,Miley Cyrus,The Time Of Our Lives (International Version),https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,2022-07-05T05:45:18.432Z
Ride The Lightning - Remastered,396986,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-05T02:45:43.838Z
ANTES QUE SE ACABE,221186,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-07-25T18:21:27.932Z
Lord I Need You,162108,Kanye West,Donda,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2022-07-25T18:17:21.393Z
Otra Noche en Miami,233128,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-07-25T18:14:38.479Z
Marvins Room,347226,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c12f4b7567671621abce2aaa,2022-07-25T18:10:45.506Z
CÓMO SE SIENTE - Remix,227520,Jhay Cortez,CÓMO SE SIENTE (Remix),https://i.scdn.co/image/ab67616d0000b273464c8458b8b0cfcfb655fbfc,2022-07-25T18:04:57.791Z
BUENOS AIRES,240315,Nathy Peluso,Calambre,https://i.scdn.co/image/ab67616d0000b2735eb6fc30c41f63356f7af40a,2022-07-25T18:01:09.616Z
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,257399,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,2022-07-25T17:57:08.657Z
Los Tontos,192786,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-07-25T17:52:51.082Z
Without Me,290320,Eminem,The Eminem Show,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2022-07-25T17:49:37.635Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-07-25T17:44:46.322Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-07-25T17:40:27.575Z
"Gone, Gone, Gone",209693,Phillip Phillips,The World From The Side Of The Moon (Deluxe),https://i.scdn.co/image/ab67616d0000b273d9009cc16eddbc6664508cd8,2022-07-25T17:22:04.799Z
Labios Rotos - En Vivo,243040,Zoé,MTV Unplugged Música De Fondo (Reissue/Live),https://i.scdn.co/image/ab67616d0000b2739abba2e4a7600af6c16988a9,2022-07-25T17:18:35.402Z
Master Of Puppets,515386,Metallica,Master Of Puppets (Remastered),https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20,2022-07-25T17:14:30.931Z
Fade To Black - Remastered,417226,Metallica,Ride The Lightning (Deluxe / Remastered),https://i.scdn.co/image/ab67616d0000b27396a926d07aea417327ea024a,2022-07-25T17:05:54.916Z
Slow Jamz,316053,Kanye West,The College Dropout,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2022-07-25T16:58:25.502Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-25T16:53:10.040Z
Go!,235733,M83,Junk,https://i.scdn.co/image/ab67616d0000b27395e27fa175bad6817721f1ca,2022-07-25T16:48:08.014Z
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,Kate Bush,Hounds of Love (2018 Remaster),https://i.scdn.co/image/ab67616d0000b2735c390e413e27798edd4d18b4,2022-07-25T01:30:40.112Z
Go!,235733,M83,Junk,https://i.scdn.co/image/ab67616d0000b27395e27fa175bad6817721f1ca,2022-07-25T01:25:39.351Z
No Surprises,229120,Radiohead,OK Computer,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,2022-10-08T17:16:28.246Z
Jump (For My Love),267226,The Pointer Sisters,Break Out,https://i.scdn.co/image/ab67616d0000b273892a6e0085d9d47cc796c545,2022-10-08T17:12:39.068Z
Las de la Intuición,220666,Shakira,"Fijación Oral, Vol. 1",https://i.scdn.co/image/ab67616d0000b273f342e70aacda9d78cfb6ce7a,2022-10-08T16:58:46.944Z
I Really Want to Stay at Your House,246652,Various Artists,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,2022-10-08T16:55:05.231Z
Quiero Perderme Contigo,295666,José José,Secretos,https://i.scdn.co/image/ab67616d0000b273832993cf2104eb5d31ee6d9a,2022-10-08T09:25:59.073Z
Las de la Intuición,220666,Shakira,"Fijación Oral, Vol. 1",https://i.scdn.co/image/ab67616d0000b273f342e70aacda9d78cfb6ce7a,2022-10-08T09:21:02.343Z
Solo,213482,Los Mesoneros,Caiga la Noche,https://i.scdn.co/image/ab67616d0000b273b7bb14d6b95614bdb46158ff,2022-10-08T09:13:47.163Z
crushcrushcrush,189373,Paramore,Riot!,https://i.scdn.co/image/ab67616d0000b27369966efa45b125ed6711b43c,2022-10-08T08:13:57.331Z
No Surprises,229120,Radiohead,OK Computer,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,2022-10-08T08:13:41.274Z
Space Oddity - 2015 Remaster,318026,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],https://i.scdn.co/image/ab67616d0000b2733395f3e809dfbc2b1101d464,2022-10-08T08:09:52.187Z
I Really Want to Stay at Your House,246652,Various Artists,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,2022-10-08T08:04:34.005Z
Jump (For My Love),267226,The Pointer Sisters,Break Out,https://i.scdn.co/image/ab67616d0000b273892a6e0085d9d47cc796c545,2022-10-08T08:00:26.150Z
Nueve Meses,241360,Camila,Hacia Adentro,https://i.scdn.co/image/ab67616d0000b27382f027e4177492ffdb2e643d,2022-10-08T07:52:45.559Z
Perderte de Nuevo,180093,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T07:48:43.286Z
Entre Tus Alas,246000,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T07:45:43.167Z
Me Enseñaste a Odiar,208546,Camila,Elypse,https://i.scdn.co/image/ab67616d0000b273ac1e4bdb69909798d33721d8,2022-10-08T07:41:36.792Z
Este Momento,206778,Camila,Este Momento,https://i.scdn.co/image/ab67616d0000b2731a6b5f1a7faa924720d90731,2022-10-08T07:38:07.011Z
Sin Tu Amor,163666,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T07:34:39.840Z
De Mí,280333,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T07:31:55.553Z
De Venus,220413,Camila,Elypse,https://i.scdn.co/image/ab67616d0000b273ac1e4bdb69909798d33721d8,2022-10-08T07:27:14.588Z
Alma Gemela (with Camila),224013,Reyli Barba,Bien Acompañado,https://i.scdn.co/image/ab67616d0000b273ed71f152f0f0f655372b37c7,2022-10-08T07:23:34.287Z
Abrázame,230720,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T07:19:49.906Z
Bésame,252293,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T07:15:58.462Z
Perdón,264186,Camila,Elypse,https://i.scdn.co/image/ab67616d0000b273ac1e4bdb69909798d33721d8,2022-10-08T07:11:45.051Z
Sólo para Ti,182520,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T07:04:58.713Z
De Qué Me Sirve la Vida,248013,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T07:01:55.897Z
Coleccionista de Canciones,306986,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T06:56:33.164Z
Aléjate de Mí,258532,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T06:51:25.377Z
Todo Cambió,193826,Camila,Todo Cambio,https://i.scdn.co/image/ab67616d0000b2737e0721f90f91d37de250788f,2022-10-08T06:46:15.033Z
Mientes,205160,Camila,Dejarte De Amar,https://i.scdn.co/image/ab67616d0000b273d46baecb11453061ea9fa795,2022-10-08T06:43:01.125Z
Out of Time,214193,The Weeknd,Dawn FM,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-10-08T04:05:05.607Z
I Really Want to Stay at Your House,246652,Various Artists,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,2022-10-08T03:55:49.462Z
The Only Exception,267653,Paramore,Brand New Eyes,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,2022-10-08T03:47:56.532Z
Accidentally In Love,188893,Various Artists,Valentine's Day Mix,https://i.scdn.co/image/ab67616d0000b27373dd7c7526a6870e6f89706a,2022-10-08T03:26:09.561Z
Tonight (feat. Ezra Koenig),246706,Phoenix,Tonight (feat. Ezra Koenig),https://i.scdn.co/image/ab67616d0000b273102a2ed2ae89b62b4803e26b,2022-10-08T03:21:36.609Z
I Really Want to Stay at Your House,246652,Various Artists,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,2022-10-08T03:16:18.446Z
Can't Tell Me Nothing,271600,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-10-08T02:54:42.221Z
Los Tontos,192786,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-10-08T02:47:27.075Z
Without Me,290320,Eminem,The Eminem Show,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2022-10-08T02:43:52.564Z
Como Antes,230577,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-10-08T02:39:01.380Z
Fire & Desire,238120,Drake,Views,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2022-10-08T02:33:37.883Z
Un Verano Sin Ti,148143,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-10-08T02:29:33.612Z
Me Has Dejado,242285,Nicki Nicole,Parte de Mí,https://i.scdn.co/image/ab67616d0000b27319f7055ea11fba4868f7794a,2022-10-08T02:26:15.131Z
Si Estuviésemos Juntos,169247,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-10-08T02:21:41.124Z
Como Antes,142576,Rels B,Como Antes,https://i.scdn.co/image/ab67616d0000b273c5f773d4445fd54c627e3480,2022-10-08T02:18:43.435Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-10-08T02:13:07.575Z
Efecto,213061,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-10-08T02:08:49.279Z
Slow Jamz,316053,Kanye West,The College Dropout,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2022-10-08T02:05:14.837Z
Through The Wire,221226,Kanye West,The College Dropout,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2022-10-08T01:59:58.474Z
"Bitch, Don’t Kill My Vibe - Remix",278520,Kendrick Lamar,"good kid, m.A.A.d city",https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,2022-10-08T01:56:17.366Z
